epi_week,date,country,state,city,newDeaths,deaths,newCases,totalCases,deathsMS,totalCasesMS,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases,recovered,suspects,tests,tests_per_100k_inhabitants,lat,long
11,2020-03-11,Brazil,SP,TOTAL,0,0,11,30,0,30,0.0,0.06533,0.0,,,,,-23.5329,-46.6395
11,2020-03-12,Brazil,AL,TOTAL,0,0,0,1,0,1,0.0,0.029960000000000004,0.0,,,,,-9.665989999999999,-35.735
11,2020-03-12,Brazil,BA,TOTAL,0,0,0,3,0,2,0.0,0.02017,0.0,,,,,-12.9718,-38.5011
11,2020-03-12,Brazil,DF,TOTAL,0,0,0,2,0,2,0.0,0.06633,0.0,,,,,-15.7795,-47.9297
11,2020-03-12,Brazil,ES,TOTAL,0,0,0,1,0,1,0.0,0.024880000000000003,0.0,,,,,-20.3155,-40.3128
11,2020-03-12,Brazil,GO,TOTAL,0,0,3,3,0,0,0.0,0.04275,0.0,,,,,-16.6864,-49.2643
11,2020-03-12,Brazil,MG,TOTAL,0,0,1,2,0,1,0.0,0.00945,0.0,,,,,-19.9102,-43.9266
11,2020-03-12,Brazil,PE,TOTAL,0,0,2,2,0,2,0.0,0.02093,0.0,,,,,-8.046660000000001,-34.8771
11,2020-03-12,Brazil,PR,TOTAL,0,0,6,6,0,6,0.0,0.05248,0.0,,,,,-25.4195,-49.2646
11,2020-03-12,Brazil,RJ,TOTAL,0,0,3,16,0,16,0.0,0.09267,0.0,,,,,-22.9129,-43.2003
11,2020-03-12,Brazil,RN,TOTAL,0,0,1,1,0,0,0.0,0.02852,0.0,,,,,-5.79357,-35.1986
11,2020-03-12,Brazil,RS,TOTAL,0,0,2,4,0,4,0.0,0.035160000000000004,0.0,,,,,-30.0318,-51.2065
11,2020-03-12,Brazil,SC,TOTAL,0,0,2,2,0,0,0.0,0.02791,0.0,,,,,-27.5945,-48.5477
11,2020-03-12,Brazil,SP,TOTAL,0,0,16,46,0,42,0.0,0.10017999999999999,0.0,,,,,-23.5329,-46.6395
11,2020-03-13,Brazil,AL,TOTAL,0,0,0,1,0,1,0.0,0.029960000000000004,0.0,,,,,-9.665989999999999,-35.735
11,2020-03-13,Brazil,AM,TOTAL,0,0,2,2,0,0,0.0,0.048260000000000004,0.0,,,,,-3.1186599999999998,-60.0212
11,2020-03-13,Brazil,BA,TOTAL,0,0,4,7,0,2,0.0,0.047060000000000005,0.0,,,,,-12.9718,-38.5011
11,2020-03-13,Brazil,DF,TOTAL,0,0,0,2,0,2,0.0,0.06633,0.0,,,,,-15.7795,-47.9297
11,2020-03-13,Brazil,ES,TOTAL,0,0,0,1,0,1,0.0,0.024880000000000003,0.0,,,,,-20.3155,-40.3128
11,2020-03-13,Brazil,GO,TOTAL,0,0,0,3,0,3,0.0,0.04275,0.0,,,,,-16.6864,-49.2643
11,2020-03-13,Brazil,MG,TOTAL,0,0,0,2,0,2,0.0,0.00945,0.0,,,,,-19.9102,-43.9266
11,2020-03-13,Brazil,PE,TOTAL,0,0,0,2,0,2,0.0,0.02093,0.0,,,,,-8.046660000000001,-34.8771
11,2020-03-13,Brazil,PR,TOTAL,0,0,0,6,0,6,0.0,0.05248,0.0,,,,,-25.4195,-49.2646
11,2020-03-13,Brazil,RJ,TOTAL,0,0,0,16,0,16,0.0,0.09267,0.0,,,,,-22.9129,-43.2003
11,2020-03-13,Brazil,RN,TOTAL,0,0,0,1,0,1,0.0,0.02852,0.0,,,,,-5.79357,-35.1986
11,2020-03-13,Brazil,RS,TOTAL,0,0,0,4,0,4,0.0,0.035160000000000004,0.0,,,,,-30.0318,-51.2065
11,2020-03-13,Brazil,SC,TOTAL,0,0,1,3,0,2,0.0,0.04187,0.0,,,,,-27.5945,-48.5477
11,2020-03-13,Brazil,SP,TOTAL,0,0,10,56,0,56,0.0,0.12195,0.0,,,,,-23.5329,-46.6395
11,2020-03-14,Brazil,AL,TOTAL,0,0,0,1,0,1,0.0,0.029960000000000004,0.0,,,,,-9.665989999999999,-35.735
11,2020-03-14,Brazil,AM,TOTAL,0,0,0,2,0,0,0.0,0.048260000000000004,0.0,,,,,-3.1186599999999998,-60.0212
11,2020-03-14,Brazil,BA,TOTAL,0,0,0,7,0,2,0.0,0.047060000000000005,0.0,,,,,-12.9718,-38.5011
11,2020-03-14,Brazil,DF,TOTAL,0,0,6,8,0,6,0.0,0.26532,0.0,,,,,-15.7795,-47.9297
11,2020-03-14,Brazil,ES,TOTAL,0,0,0,1,0,1,0.0,0.024880000000000003,0.0,,,,,-20.3155,-40.3128
11,2020-03-14,Brazil,GO,TOTAL,0,0,1,4,0,3,0.0,0.05699,0.0,,,,,-16.6864,-49.2643
11,2020-03-14,Brazil,MG,TOTAL,0,0,2,4,0,2,0.0,0.0189,0.0,,,,,-19.9102,-43.9266
11,2020-03-14,Brazil,MS,TOTAL,0,0,2,2,0,0,0.0,0.07197,0.0,,,,,-20.4486,-54.6295
11,2020-03-14,Brazil,PE,TOTAL,0,0,5,7,0,2,0.0,0.07324,0.0,,,,,-8.046660000000001,-34.8771
11,2020-03-14,Brazil,PR,TOTAL,0,0,0,6,0,6,0.0,0.05248,0.0,,,,,-25.4195,-49.2646
11,2020-03-14,Brazil,RJ,TOTAL,0,0,6,22,0,22,0.0,0.12743,0.0,,,,,-22.9129,-43.2003
11,2020-03-14,Brazil,RN,TOTAL,0,0,0,1,0,1,0.0,0.02852,0.0,,,,,-5.79357,-35.1986
11,2020-03-14,Brazil,RS,TOTAL,0,0,2,6,0,6,0.0,0.052739999999999995,0.0,,,,,-30.0318,-51.2065
11,2020-03-14,Brazil,SC,TOTAL,0,0,2,5,0,4,0.0,0.06978999999999999,0.0,,,,,-27.5945,-48.5477
11,2020-03-14,Brazil,SE,TOTAL,0,0,1,1,0,0,0.0,0.0435,0.0,,,,,-10.9091,-37.0677
11,2020-03-14,Brazil,SP,TOTAL,0,0,9,65,0,65,0.0,0.14155,0.0,,,,,-23.5329,-46.6395
12,2020-03-15,Brazil,AL,TOTAL,0,0,0,1,0,1,0.0,0.029960000000000004,0.0,,,,,-9.665989999999999,-35.735
12,2020-03-15,Brazil,AM,TOTAL,0,0,0,2,0,1,0.0,0.048260000000000004,0.0,,,,,-3.1186599999999998,-60.0212
12,2020-03-15,Brazil,BA,TOTAL,0,0,2,9,0,2,0.0,0.06051,0.0,,,,,-12.9718,-38.5011
12,2020-03-15,Brazil,DF,TOTAL,0,0,6,14,0,8,0.0,0.4643,0.0,,,,,-15.7795,-47.9297
12,2020-03-15,Brazil,ES,TOTAL,0,0,0,1,0,1,0.0,0.024880000000000003,0.0,,,,,-20.3155,-40.3128
12,2020-03-15,Brazil,GO,TOTAL,0,0,0,4,0,3,0.0,0.05699,0.0,,,,,-16.6864,-49.2643
12,2020-03-15,Brazil,MG,TOTAL,0,0,0,4,0,2,0.0,0.0189,0.0,,,,,-19.9102,-43.9266
12,2020-03-15,Brazil,MS,TOTAL,0,0,0,2,0,0,0.0,0.07197,0.0,,,,,-20.4486,-54.6295
12,2020-03-15,Brazil,PE,TOTAL,0,0,1,8,0,2,0.0,0.08371,0.0,,,,,-8.046660000000001,-34.8771
12,2020-03-15,Brazil,PR,TOTAL,0,0,0,6,0,6,0.0,0.05248,0.0,,,,,-25.4195,-49.2646
12,2020-03-15,Brazil,RJ,TOTAL,0,0,2,24,0,24,0.0,0.13901,0.0,,,,,-22.9129,-43.2003
12,2020-03-15,Brazil,RN,TOTAL,0,0,0,1,0,1,0.0,0.02852,0.0,,,,,-5.79357,-35.1986
12,2020-03-15,Brazil,RS,TOTAL,0,0,0,6,0,6,0.0,0.052739999999999995,0.0,,,,,-30.0318,-51.2065
12,2020-03-15,Brazil,SC,TOTAL,0,0,1,6,0,6,0.0,0.08374,0.0,,,,,-27.5945,-48.5477
12,2020-03-15,Brazil,SE,TOTAL,0,0,0,1,0,1,0.0,0.0435,0.0,,,,,-10.9091,-37.0677
12,2020-03-15,Brazil,SP,TOTAL,0,0,71,136,0,136,0.0,0.29617,0.0,,,,,-23.5329,-46.6395
12,2020-03-16,Brazil,AL,TOTAL,0,0,0,1,0,1,0.0,0.029960000000000004,0.0,,,,,-9.665989999999999,-35.735
12,2020-03-16,Brazil,AM,TOTAL,0,0,0,2,0,1,0.0,0.048260000000000004,0.0,,,,,-3.1186599999999998,-60.0212
12,2020-03-16,Brazil,BA,TOTAL,0,0,1,10,0,2,0.0,0.06724,0.0,,,,,-12.9718,-38.5011
12,2020-03-16,Brazil,CE,TOTAL,0,0,9,9,0,0,0.0,0.09855,0.0,,,,,-20.8508,-46.711999999999996
12,2020-03-16,Brazil,DF,TOTAL,0,0,5,19,0,13,0.0,0.63013,0.0,,,,,-15.7795,-47.9297
12,2020-03-16,Brazil,ES,TOTAL,0,0,0,1,0,1,0.0,0.024880000000000003,0.0,,,,,-20.3155,-40.3128
12,2020-03-16,Brazil,GO,TOTAL,0,0,5,9,0,3,0.0,0.12824000000000002,0.0,,,,,-16.6864,-49.2643
12,2020-03-16,Brazil,MG,TOTAL,0,0,2,6,0,5,0.0,0.028339999999999997,0.0,,,,,-19.9102,-43.9266
12,2020-03-16,Brazil,MS,TOTAL,0,0,2,4,0,2,0.0,0.14394,0.0,,,,,-20.4486,-54.6295
12,2020-03-16,Brazil,PE,TOTAL,0,0,0,8,0,2,0.0,0.08371,0.0,,,,,-8.046660000000001,-34.8771
12,2020-03-16,Brazil,PR,TOTAL,0,0,0,6,0,6,0.0,0.05248,0.0,,,,,-25.4195,-49.2646
12,2020-03-16,Brazil,RJ,TOTAL,0,0,7,31,0,31,0.0,0.17955,0.0,,,,,-22.9129,-43.2003
12,2020-03-16,Brazil,RN,TOTAL,0,0,0,1,0,1,0.0,0.02852,0.0,,,,,-5.79357,-35.1986
12,2020-03-16,Brazil,RS,TOTAL,0,0,2,8,0,6,0.0,0.07032000000000001,0.0,,,,,-30.0318,-51.2065
12,2020-03-16,Brazil,SC,TOTAL,0,0,1,7,0,7,0.0,0.0977,0.0,,,,,-27.5945,-48.5477
12,2020-03-16,Brazil,SE,TOTAL,0,0,4,5,0,1,0.0,0.21750999999999998,0.0,,,,,-10.9091,-37.0677
12,2020-03-16,Brazil,SP,TOTAL,0,0,16,152,0,152,0.0,0.33102,0.0,,,,,-23.5329,-46.6395
12,2020-03-17,Brazil,AC,TOTAL,0,0,3,3,0,0,0.0,0.34016,0.0,,,,,-9.97499,-67.8243
12,2020-03-17,Brazil,AL,TOTAL,0,0,0,1,0,1,0.0,0.029960000000000004,0.0,,,,,-9.665989999999999,-35.735
12,2020-03-17,Brazil,AM,TOTAL,0,0,0,2,0,1,0.0,0.048260000000000004,0.0,,,,,-3.1186599999999998,-60.0212
12,2020-03-17,Brazil,BA,TOTAL,0,0,4,14,0,3,0.0,0.09412999999999999,0.0,,,,,-12.9718,-38.5011
12,2020-03-17,Brazil,CE,TOTAL,0,0,1,10,0,5,0.0,0.1095,0.0,,,,,-20.8508,-46.711999999999996
12,2020-03-17,Brazil,DF,TOTAL,0,0,3,22,0,22,0.0,0.7296199999999999,0.0,,,,,-15.7795,-47.9297
12,2020-03-17,Brazil,ES,TOTAL,0,0,0,1,0,1,0.0,0.024880000000000003,0.0,,,,,-20.3155,-40.3128
12,2020-03-17,Brazil,GO,TOTAL,0,0,1,10,0,6,0.0,0.14248,0.0,,,,,-16.6864,-49.2643
12,2020-03-17,Brazil,MG,TOTAL,0,0,8,14,0,7,0.0,0.06614,0.0,,,,,-19.9102,-43.9266
12,2020-03-17,Brazil,MS,TOTAL,0,0,2,6,0,4,0.0,0.21591,0.0,,,,,-20.4486,-54.6295
12,2020-03-17,Brazil,PE,TOTAL,0,0,10,18,0,16,0.0,0.18834,0.0,,,,,-8.046660000000001,-34.8771
12,2020-03-17,Brazil,PR,TOTAL,0,0,6,12,0,6,0.0,0.10495,0.0,,,,,-25.4195,-49.2646
12,2020-03-17,Brazil,RJ,TOTAL,0,0,2,33,0,33,0.0,0.19114,0.0,,,,,-22.9129,-43.2003
12,2020-03-17,Brazil,RN,TOTAL,0,0,0,1,0,1,0.0,0.02852,0.0,,,,,-5.79357,-35.1986
12,2020-03-17,Brazil,RS,TOTAL,0,0,2,10,0,10,0.0,0.08789,0.0,,,,,-30.0318,-51.2065
12,2020-03-17,Brazil,SC,TOTAL,0,0,0,7,0,7,0.0,0.0977,0.0,,,,,-27.5945,-48.5477
12,2020-03-17,Brazil,SE,TOTAL,0,0,0,5,0,4,0.0,0.21750999999999998,0.0,,,,,-10.9091,-37.0677
12,2020-03-17,Brazil,SP,TOTAL,1,1,12,164,1,164,0.00218,0.35715,0.0061,,,,,-23.5329,-46.6395
12,2020-03-18,Brazil,AC,TOTAL,0,0,0,3,0,0,0.0,0.34016,0.0,,,,,-9.97499,-67.8243
12,2020-03-18,Brazil,AL,TOTAL,0,0,0,1,0,1,0.0,0.029960000000000004,0.0,,,,,-9.665989999999999,-35.735
12,2020-03-18,Brazil,AM,TOTAL,0,0,0,2,0,1,0.0,0.048260000000000004,0.0,,,,,-3.1186599999999998,-60.0212
12,2020-03-18,Brazil,BA,TOTAL,0,0,13,27,0,3,0.0,0.18154,0.0,,,,,-12.9718,-38.5011
12,2020-03-18,Brazil,CE,TOTAL,0,0,9,19,0,9,0.0,0.20806,0.0,,,,,-20.8508,-46.711999999999996
12,2020-03-18,Brazil,DF,TOTAL,0,0,12,34,0,26,0.0,1.1275899999999999,0.0,,,,,-15.7795,-47.9297
12,2020-03-18,Brazil,ES,TOTAL,0,0,8,9,0,9,0.0,0.22396,0.0,,,,,-20.3155,-40.3128
12,2020-03-18,Brazil,GO,TOTAL,0,0,2,12,0,8,0.0,0.17098,0.0,,,,,-16.6864,-49.2643
12,2020-03-18,Brazil,MG,TOTAL,0,0,5,19,0,15,0.0,0.08975,0.0,,,,,-19.9102,-43.9266
12,2020-03-18,Brazil,MS,TOTAL,0,0,1,7,0,7,0.0,0.25189,0.0,,,,,-20.4486,-54.6295
12,2020-03-18,Brazil,PA,TOTAL,0,0,1,1,0,0,0.0,0.01162,0.0,,,,,-1.4554,-48.4898
12,2020-03-18,Brazil,PB,TOTAL,0,0,1,1,0,0,0.0,0.02489,0.0,,,,,-7.1150899999999995,-34.8641
12,2020-03-18,Brazil,PE,TOTAL,0,0,1,19,0,16,0.0,0.19881,0.0,,,,,-8.046660000000001,-34.8771
12,2020-03-18,Brazil,PR,TOTAL,0,0,3,15,0,13,0.0,0.13119,0.0,,,,,-25.4195,-49.2646
12,2020-03-18,Brazil,RJ,TOTAL,0,0,30,63,0,45,0.0,0.3649,0.0,,,,,-22.9129,-43.2003
12,2020-03-18,Brazil,RN,TOTAL,0,0,0,1,0,1,0.0,0.02852,0.0,,,,,-5.79357,-35.1986
12,2020-03-18,Brazil,RS,TOTAL,0,0,9,19,0,19,0.0,0.167,0.0,,,,,-30.0318,-51.2065
12,2020-03-18,Brazil,SC,TOTAL,0,0,7,14,0,10,0.0,0.1954,0.0,,,,,-27.5945,-48.5477
12,2020-03-18,Brazil,SE,TOTAL,0,0,1,6,0,5,0.0,0.26102,0.0,,,,,-10.9091,-37.0677
12,2020-03-18,Brazil,SP,TOTAL,3,4,77,241,4,240,0.008709999999999999,0.52484,0.0166,,,,,-23.5329,-46.6395
12,2020-03-18,Brazil,TO,TOTAL,0,0,1,1,0,0,0.0,0.06358,0.0,,,,,-10.24,-48.3558
12,2020-03-19,Brazil,AC,TOTAL,0,0,1,4,0,3,0.0,0.45355,0.0,,,,,-9.97499,-67.8243
12,2020-03-19,Brazil,AL,TOTAL,0,0,3,4,0,4,0.0,0.11986,0.0,,,,,-9.665989999999999,-35.735
12,2020-03-19,Brazil,AM,TOTAL,0,0,1,3,0,3,0.0,0.07238,0.0,,,,,-3.1186599999999998,-60.0212
12,2020-03-19,Brazil,BA,TOTAL,0,0,4,31,0,30,0.0,0.20843000000000003,0.0,,,,,-12.9718,-38.5011
12,2020-03-19,Brazil,CE,TOTAL,0,0,5,24,0,20,0.0,0.26281,0.0,,,,,-20.8508,-46.711999999999996
12,2020-03-19,Brazil,DF,TOTAL,0,0,8,42,0,42,0.0,1.39291,0.0,,,,,-15.7795,-47.9297
12,2020-03-19,Brazil,ES,TOTAL,0,0,4,13,0,11,0.0,0.32349,0.0,,,,,-20.3155,-40.3128
12,2020-03-19,Brazil,GO,TOTAL,0,0,3,15,0,12,0.0,0.21373000000000003,0.0,,,,,-16.6864,-49.2643
12,2020-03-19,Brazil,MG,TOTAL,0,0,10,29,0,29,0.0,0.13699,0.0,,,,,-19.9102,-43.9266
12,2020-03-19,Brazil,MS,TOTAL,0,0,2,9,0,7,0.0,0.32386,0.0,,,,,-20.4486,-54.6295
12,2020-03-19,Brazil,PA,TOTAL,0,0,0,1,0,1,0.0,0.01162,0.0,,,,,-1.4554,-48.4898
12,2020-03-19,Brazil,PB,TOTAL,0,0,0,1,0,1,0.0,0.02489,0.0,,,,,-7.1150899999999995,-34.8641
12,2020-03-19,Brazil,PE,TOTAL,0,0,9,28,0,28,0.0,0.29298,0.0,,,,,-8.046660000000001,-34.8771
12,2020-03-19,Brazil,PI,TOTAL,0,0,3,3,0,0,0.0,0.09165,0.0,,,,,-5.09194,-42.8034
12,2020-03-19,Brazil,PR,TOTAL,0,0,9,24,0,23,0.0,0.2099,0.0,,,,,-25.4195,-49.2646
12,2020-03-19,Brazil,RJ,TOTAL,2,2,3,66,2,65,0.01158,0.38228,0.0303,,,,,-22.9129,-43.2003
12,2020-03-19,Brazil,RN,TOTAL,0,0,0,1,0,1,0.0,0.02852,0.0,,,,,-5.79357,-35.1986
12,2020-03-19,Brazil,RS,TOTAL,0,0,12,31,0,28,0.0,0.27247,0.0,,,,,-30.0318,-51.2065
12,2020-03-19,Brazil,SC,TOTAL,0,0,7,21,0,20,0.0,0.2931,0.0,,,,,-27.5945,-48.5477
12,2020-03-19,Brazil,SE,TOTAL,0,0,0,6,0,6,0.0,0.26102,0.0,,,,,-10.9091,-37.0677
12,2020-03-19,Brazil,SP,TOTAL,1,5,45,286,4,286,0.01089,0.62284,0.017480000000000002,,,,,-23.5329,-46.6395
12,2020-03-19,Brazil,TO,TOTAL,0,0,0,1,0,1,0.0,0.06358,0.0,,,,,-10.24,-48.3558
12,2020-03-20,Brazil,AC,TOTAL,0,0,3,7,0,7,0.0,0.79371,0.0,,,,,-9.97499,-67.8243
12,2020-03-20,Brazil,AL,TOTAL,0,0,2,6,0,5,0.0,0.17978,0.0,,,,,-9.665989999999999,-35.735
12,2020-03-20,Brazil,AM,TOTAL,0,0,4,7,0,3,0.0,0.16889,0.0,,,,,-3.1186599999999998,-60.0212
12,2020-03-20,Brazil,AP,TOTAL,0,0,1,1,0,1,0.0,0.11824000000000001,0.0,,,,,0.034934,-51.0694
12,2020-03-20,Brazil,BA,TOTAL,0,0,3,34,0,33,0.0,0.2286,0.0,,,,,-12.9718,-38.5011
12,2020-03-20,Brazil,CE,TOTAL,0,0,44,68,0,55,0.0,0.74463,0.0,,,,,-20.8508,-46.711999999999996
12,2020-03-20,Brazil,DF,TOTAL,0,0,45,87,0,87,0.0,2.88532,0.0,,,,,-15.7795,-47.9297
12,2020-03-20,Brazil,ES,TOTAL,0,0,3,16,0,13,0.0,0.39814,0.0,,,,,-20.3155,-40.3128
12,2020-03-20,Brazil,GO,TOTAL,0,0,3,18,0,15,0.0,0.25647,0.0,,,,,-16.6864,-49.2643
12,2020-03-20,Brazil,MA,TOTAL,0,0,1,1,0,0,0.0,0.014130000000000002,0.0,,,,,-2.53874,-44.2825
12,2020-03-20,Brazil,MG,TOTAL,0,0,9,38,0,35,0.0,0.17951,0.0,,,,,-19.9102,-43.9266
12,2020-03-20,Brazil,MS,TOTAL,0,0,3,12,0,9,0.0,0.43181,0.0,,,,,-20.4486,-54.6295
12,2020-03-20,Brazil,MT,TOTAL,0,0,1,1,0,1,0.0,0.0287,0.0,,,,,-15.600999999999999,-56.0974
12,2020-03-20,Brazil,PA,TOTAL,0,0,1,2,0,2,0.0,0.02325,0.0,,,,,-1.4554,-48.4898
12,2020-03-20,Brazil,PB,TOTAL,0,0,0,1,0,1,0.0,0.02489,0.0,,,,,-7.1150899999999995,-34.8641
12,2020-03-20,Brazil,PE,TOTAL,0,0,3,31,0,30,0.0,0.32437,0.0,,,,,-8.046660000000001,-34.8771
12,2020-03-20,Brazil,PI,TOTAL,0,0,1,4,0,3,0.0,0.1222,0.0,,,,,-5.09194,-42.8034
12,2020-03-20,Brazil,PR,TOTAL,0,0,13,37,0,32,0.0,0.3236,0.0,,,,,-25.4195,-49.2646
12,2020-03-20,Brazil,RJ,TOTAL,0,2,43,109,2,109,0.01158,0.63134,0.01835,,,,,-22.9129,-43.2003
12,2020-03-20,Brazil,RN,TOTAL,0,0,5,6,0,1,0.0,0.17109000000000002,0.0,,,,,-5.79357,-35.1986
12,2020-03-20,Brazil,RO,TOTAL,0,0,1,1,0,1,0.0,0.05627000000000001,0.0,,,,,-8.760769999999999,-63.8999
12,2020-03-20,Brazil,RS,TOTAL,0,0,12,43,0,37,0.0,0.37795,0.0,,,,,-30.0318,-51.2065
